userid,uniqueID,gender,age,consumption,shopping,occupation
3381,O6831272,0,25,3,2,2
3382,X669852,0,25,1,3,2
3383,<8721658,0,23,3,1,2
3384,R7990882,1,17,3,3,1
3385,E7179300,0,20,3,2,2
3386,N8635550,1,19,2,1,1
3387,O7163301,1,15,3,3,1
3388,H6131283,0,20,1,3,2
3389,S7919636,1,23,3,1,2
3390,F8043093,1,15,2,2,1
3391,K7426385,0,21,1,1,1
3392,S6076978,1,18,1,3,1
3393,L7490297,1,17,3,2,2
3394,^7134775,1,24,1,3,2
3395,I6782088,0,24,3,3,1
3396,Y7245660,1,23,1,3,2
3397,]6523013,0,16,3,1,2
3398,M8077883,0,22,2,1,1
3399,C9160305,1,25,3,3,1
3400,X6295279,1,24,2,2,1
3401,S91348,1,24,1,1,1
3402,<6872043,0,15,2,2,1
3403,\8251180,1,20,1,2,1
3404,W9093665,0,23,3,2,2
3405,^8673497,0,21,3,3,1
3406,I9214794,0,25,3,2,2
3407,C8727719,0,21,3,2,1
3408,K8868357,0,15,3,1,2
3409,Q6556126,0,21,1,2,1
3410,S8813212,0,17,2,1,2
3411,[8077029,1,19,1,3,2
3412,?6883278,1,22,3,1,2
3413,X9497863,1,18,1,1,1
3414,<6083676,1,23,1,2,2
3415,X8165304,0,19,3,3,2
3416,<7242709,1,25,3,2,2
3417,E8551420,1,18,2,1,2
3418,M7423484,0,20,1,2,2
3419,M6665957,1,21,2,3,2
3420,G7575689,1,21,2,2,1
3421,^6173198,1,19,3,2,2
3422,T9526425,0,23,3,1,1
3423,K6261697,1,20,2,3,1
3424,W945824,0,15,2,2,2
3425,V7354110,1,23,1,3,1
3426,?8452721,1,25,3,3,2
3427,^8779220,0,18,1,3,2
3428,P9254428,0,25,1,2,1
3429,]7246709,1,25,2,3,2
3430,C7942182,0,24,2,1,2
3431,_6739379,1,15,3,1,2
3432,O7973222,1,22,1,1,2
3433,T6654322,0,17,2,1,1
3434,^9591796,0,24,3,3,2
3435,?6098508,0,16,2,1,1
3436,=7637736,0,18,2,1,1
3437,O6463037,0,19,3,1,1
3438,X7894846,0,25,2,1,2
3439,M6324841,1,16,3,2,2
3440,A6574177,1,17,3,2,1
3441,@6238113,0,19,2,1,1
3442,O8160105,0,21,3,2,2
3443,T6188099,0,16,2,3,2
3444,<6724936,0,20,1,3,1
3445,T7267343,1,22,2,2,1
3446,Z691960,1,25,3,1,2
3447,E8556003,0,24,2,1,1
3448,F7387294,1,18,2,1,1
3449,A8418010,1,23,2,2,1
3450,F917544,0,23,3,1,2
3451,O7066074,1,22,1,3,2
3452,?6591689,0,19,1,3,2
3453,I9177261,1,20,3,3,1
3454,C7051721,1,16,3,3,2
3455,X691814,0,22,3,2,2
3456,>895615,0,18,3,2,1
3457,S6376231,0,23,2,2,1
3458,U7740523,0,22,2,3,1
3459,_7421848,0,25,2,3,2
3460,Y9074964,0,24,3,2,1
3461,D8342642,1,23,3,2,1
3462,=6821707,1,16,1,2,1
3463,G6392738,1,25,1,2,1
3464,D8732061,1,16,2,3,2
3465,=691826,1,19,2,2,2
3466,L745960,1,22,1,2,2
3467,V7441789,1,18,2,1,2
3468,<8011771,0,20,3,3,1
3469,S6335798,1,15,3,2,2
3470,Y8792332,0,25,1,1,1
3471,N6688818,0,19,3,3,2
3472,U6435039,1,21,3,3,1
3473,^7326138,0,16,2,2,2
3474,I6691101,0,19,1,3,1
3475,O8330622,0,24,1,3,1
3476,A9223204,1,18,1,3,2
3477,P6341364,0,25,2,3,1
3478,E7580067,1,15,3,2,1
3479,L7031985,0,17,2,3,2
3480,R9414682,1,15,2,2,2
3481,A7589965,1,21,2,3,2
3482,A8825442,0,19,2,1,2
3483,C9139732,1,16,3,3,2
3484,L6758621,1,21,1,2,2
3485,J8238413,1,15,3,3,2
3486,N6333888,0,16,3,1,2
3487,S6359717,0,16,1,3,2
3488,@6559085,1,19,1,3,1
3489,<9495874,0,19,2,3,1
3490,B7090546,1,18,2,1,1
3491,T6240632,1,21,3,3,2
3492,B7039643,0,23,2,1,2
3493,G7993488,0,18,2,1,2
3494,P9468550,0,16,2,2,2
3495,@8978903,1,17,3,2,2
3496,<7492970,0,22,2,3,1
3497,O6927600,0,23,2,1,2
3498,U7375595,0,20,2,1,2
3499,I764847,1,25,1,3,1
3500,\6769555,1,22,2,3,1
3501,N878354,1,24,3,1,1
3502,R7730577,1,16,1,1,2
3503,T7623751,1,17,1,2,2
3504,H6945873,1,25,2,3,1
3505,Z6342324,1,20,1,2,2
3506,?6433813,0,25,3,2,1
3507,<6077527,1,16,2,2,2
3508,>8698938,1,22,3,3,1
3509,O8989265,1,24,3,1,1
3510,K6517432,0,19,2,1,2
3511,V6748032,1,23,2,2,1
3512,\9392959,1,23,1,1,1
3513,B7167127,1,21,3,2,1
3514,G6526548,1,21,1,3,2
3515,J6857698,1,22,3,2,1
3516,Y8861767,1,18,2,1,2
3517,E8534117,0,15,1,3,2
3518,@9398011,1,21,1,2,1
3519,P6726882,1,25,3,3,1
3520,L9447098,0,22,1,2,2
3521,A9554342,0,21,2,1,1
3522,M6562792,1,18,1,1,2
3523,D6720416,1,16,2,1,1
3524,D7922656,1,17,3,1,1
3525,]6851717,0,23,2,2,2
3526,P945163,1,21,3,1,1
3527,T6166073,1,21,1,2,2
3528,T822843,1,21,1,3,2
3529,=6477477,1,16,1,2,1
3530,D9568305,0,19,1,3,1
3531,T6044979,0,17,2,3,2
3532,Y73823,0,23,2,2,1
3533,B9160696,0,15,1,1,1
3534,E6495425,0,19,3,1,1
3535,Q7145333,0,24,3,2,1
3536,<9162226,1,19,1,1,1
3537,X8673762,1,18,2,2,1
3538,O7043138,0,20,3,2,2
3539,F6535299,0,21,3,3,1
3540,@8760428,1,19,2,2,1
3541,F9433346,0,16,3,3,1
3542,X761053,0,16,3,1,2
3543,R8843489,1,25,2,3,1
3544,\7194135,1,18,1,3,2
3545,F7263344,0,18,1,3,2
3546,X6391884,0,22,1,3,2
3547,V7744165,1,17,3,1,1
3548,@8883086,1,15,1,3,2
3549,W7479158,1,20,3,1,1
3550,[6715756,1,21,1,1,2
3551,@9321650,1,24,3,1,2
3552,E644542,0,18,3,1,2
3553,E861852,0,25,1,2,1
3554,F9335918,1,20,3,2,2
3555,^9339535,0,20,1,2,1
3556,L7961967,1,25,3,1,2
3557,H6486594,0,18,2,3,1
3558,O7290777,0,15,3,3,2
3559,<6762757,0,21,1,3,1
3560,X7320813,0,19,1,2,1
3561,R8146380,1,16,3,1,1
3562,>6440177,0,20,2,2,2
3563,C8874027,1,25,2,2,1
3564,B6983536,1,17,1,1,2
3565,O8165307,1,15,1,3,1
3566,Q6834182,1,23,2,1,2
3567,K9293165,1,16,2,1,1
3568,V6318797,0,15,2,3,1
3569,@8041968,0,20,1,2,2
3570,A8915711,0,15,3,2,1
3571,Z7445519,1,25,3,2,1
3572,]7887096,1,15,2,2,1
3573,Y8758311,1,19,2,3,1
3574,J8035746,0,17,2,3,2
3575,Z8734937,0,22,3,3,1
3576,E7243287,1,25,2,2,1
3577,V9257604,1,25,2,1,1
3578,G8879701,0,21,3,3,2
3579,Z9059967,1,18,2,3,1
3580,P8116727,1,25,3,2,2
3581,X7217059,0,20,3,1,1
3582,G8465346,1,15,2,2,1
3583,Q8663777,0,25,1,3,2
3584,Q651605,0,18,2,3,2
3585,B6629536,1,17,1,2,2
3586,=7083918,0,25,1,2,2
3587,N8034897,0,19,1,1,2
3588,I776246,1,24,3,1,1
3589,]7357370,1,15,3,1,2
3590,S6914503,0,18,1,2,1
3591,Q6873097,0,16,2,1,1
3592,=9131539,0,15,1,3,1
3593,B8391188,0,15,1,2,1
3594,I9043781,0,20,3,2,2
3595,R634235,1,22,3,2,1
3596,<8862930,1,18,3,1,2
3597,X8340621,1,15,3,1,1
3598,S8478030,0,21,2,2,2
3599,D6167136,0,24,1,3,1
3600,G6872846,1,17,2,2,2
3601,Z7497033,0,17,1,2,2
3602,Z8728428,1,25,2,2,1
3603,G7712686,1,15,1,3,1
3604,G6939462,1,18,2,2,1
3605,[8046997,1,17,1,3,1
3606,I7898584,1,15,1,2,1
3607,P8234151,1,20,2,2,1
3608,I7593595,1,17,3,2,1
3609,_8269542,1,22,2,3,1
3610,L8595213,0,15,3,2,2
3611,A6111363,1,21,1,1,2
3612,V679217,1,22,2,2,2
3613,N6235873,0,21,1,3,2
3614,W6418421,1,16,1,3,2
3615,G7973550,1,21,2,3,1
3616,M6250015,1,20,2,3,1
3617,B6326616,1,17,1,3,1
3618,Q7977792,1,21,1,3,1
3619,F7291438,1,15,1,3,1
3620,?8286075,1,23,3,3,2
3621,?9510344,1,18,3,3,1
3622,\7411303,0,25,1,3,2
3623,C6977255,0,22,3,3,1
3624,Y7482069,1,19,3,1,1
3625,=6169486,1,17,2,1,2
3626,D7360959,1,22,3,2,1
3627,[9518970,1,20,3,2,2
3628,[6353636,1,15,1,2,1
3629,>7329952,0,24,3,1,2
3630,>8791221,1,17,2,1,1
3631,[7188785,0,18,2,3,1
3632,F7373375,1,18,2,3,1
3633,?7437629,1,16,3,1,1
3634,>822751,1,16,3,3,2
3635,S9256007,1,20,2,1,1
3636,H7992787,1,23,1,1,2
3637,G7939973,1,18,1,1,2
3638,U6718605,1,16,1,2,1
3639,^6190921,0,20,3,1,2
3640,P8626738,0,19,3,1,1
3641,=9060223,1,21,3,1,1
3642,@6386226,1,16,3,3,1
3643,X9283099,1,18,1,1,1
3644,@7725420,0,16,1,2,2
3645,P9210149,1,17,3,2,1
3646,F6149960,0,18,2,1,2
3647,[8895692,0,22,3,1,1
3648,R8534264,0,21,3,1,2
3649,E8061962,1,24,3,1,2
3650,\6211681,0,24,2,1,1
3651,H7357255,0,19,2,2,2
3652,]7611623,1,15,1,1,1
3653,G911594,0,16,2,1,1
3654,P814939,0,18,2,2,1
3655,@9336779,1,24,3,3,1
3656,=7044585,0,17,1,3,2
3657,?652286,1,24,3,2,2
3658,X6760477,0,19,3,1,2
3659,Y7269219,1,25,3,3,1
3660,V8268186,1,19,3,3,2
3661,K715396,1,23,3,3,1
3662,R9043941,0,15,3,1,2
3663,Y8788333,1,16,1,2,2
3664,]6654293,1,20,1,2,2
3665,?6654700,0,18,2,1,1
3666,F6993281,0,17,1,3,1
3667,K7787069,1,19,2,1,1
3668,P9196990,1,22,1,1,1
3669,X6820807,1,17,2,3,2
3670,G9380799,1,23,2,2,1
3671,=8561163,1,21,3,3,1
3672,T8276977,1,18,3,2,1
3673,B8857701,1,22,2,3,1
3674,A8763126,0,19,1,2,1
3675,W7397551,1,24,1,3,1
3676,Q8538876,1,20,1,2,2
3677,P6166677,1,15,2,2,1
3678,_6174792,0,15,1,2,2
3679,S7448727,0,15,2,3,2
3680,B6367407,0,23,1,2,2
3681,O8691312,1,15,1,1,2
3682,>8854282,0,19,1,2,2
3683,F9382811,0,18,2,2,2
3684,K6093308,0,17,1,3,1
3685,M7244593,0,23,3,3,1
3686,W9174593,1,17,3,2,1
3687,O8724845,0,24,3,1,1
3688,H713413,1,21,2,3,1
3689,]6262216,1,18,2,2,1
3690,J7380661,0,21,1,3,1
3691,<8594371,1,17,2,1,2
3692,K6869983,0,16,2,3,2
3693,Y9596416,0,20,3,3,1
3694,K6010653,1,16,3,3,1
3695,J7016096,0,16,1,3,2
3696,]6153242,1,21,1,2,1
3697,=761630,1,24,2,1,2
3698,O642407,1,25,3,2,2
3699,S6911881,0,17,3,3,2
3700,W8760445,0,25,3,1,1
3701,W9026021,1,16,1,1,2
3702,E8656668,1,22,1,3,1
3703,R7199291,0,24,2,1,1
3704,W8881902,0,25,2,3,2
3705,T787849,1,24,1,1,1
3706,K9044154,1,17,2,2,1
3707,O8697633,0,20,3,1,2
3708,L7647314,0,23,1,3,2
3709,_6076304,0,20,3,3,2
3710,W948169,1,22,3,1,2
3711,[6498732,0,24,1,3,1
3712,S6872629,0,18,1,3,1
3713,^9189076,1,15,1,3,1
3714,O6025837,0,19,3,3,1
3715,Q9286217,0,19,3,1,1
3716,N8189725,0,20,1,1,1
3717,J8982794,0,20,3,3,2
3718,K7847368,1,22,3,2,1
3719,E8681770,0,24,1,3,1
3720,K6067616,0,15,1,1,2
3721,I9487198,0,15,2,2,1
3722,I6237301,0,16,2,1,1
3723,[9068163,0,21,3,1,2
3724,_8351250,0,21,2,2,1
3725,R8944192,1,24,2,2,1
3726,?6493515,0,21,3,1,2
3727,J9078865,0,24,3,3,2
3728,Y7055310,1,24,3,1,1
3729,O7487975,1,17,2,3,1
3730,F8218237,1,19,3,3,2
3731,I8257796,1,24,2,2,1
3732,S9359343,1,18,1,3,1
3733,T7880214,0,23,3,3,2
3734,I7257958,1,25,1,3,1
3735,T9176676,0,15,3,3,2
3736,<6756765,0,25,2,2,2
3737,>8449771,0,19,3,2,1
3738,Y7225645,0,21,2,1,2
3739,M8755585,1,21,1,3,1
3740,L7913234,1,20,3,1,1
3741,>7069825,1,22,2,1,1
3742,_8551326,1,20,1,1,2
3743,O6559053,1,17,1,3,2
3744,I6089093,1,20,1,3,1
3745,A825314,0,25,2,2,1
3746,P7398893,0,16,2,3,1
3747,>7742687,1,20,1,1,2
3748,\7778550,0,20,2,1,2
3749,X8387089,1,17,3,3,1
3750,J8414860,1,15,3,1,2
3751,P6495508,1,24,3,1,1
3752,R828757,0,23,2,2,1
3753,C8318187,0,20,3,3,1
3754,T7956033,0,23,3,1,1
3755,[9269605,0,23,1,1,2
3756,L6536057,1,21,2,2,1
3757,E7779551,0,18,2,2,2
3758,@6171068,1,18,3,2,1
3759,T782269,1,17,3,3,2
3760,=9161615,1,17,3,2,2
3761,=8799686,0,18,3,1,2
3762,Q8679496,1,20,3,2,1
3763,>8426498,1,22,1,3,1
3764,^9072142,0,20,2,3,1
3765,M8556255,0,23,3,2,1
3766,^6616774,0,16,3,2,1
3767,Y6324068,1,23,1,2,2
3768,>8194477,0,21,1,2,1
3769,J9416982,1,25,2,3,2
3770,\7277153,1,19,2,3,2
3771,>876336,0,20,3,1,1
3772,C7229274,1,17,1,1,2
3773,@6279453,1,19,1,3,1
3774,U623003,0,25,1,1,1
3775,Y8913810,1,22,1,1,2
3776,_753359,1,24,1,1,1
3777,R8147386,0,18,1,3,1
3778,@6925545,0,17,1,1,2
3779,R6899173,1,18,2,1,2
3780,_6653724,1,25,2,2,2
3781,B7878346,0,20,3,3,1
3782,^9375504,0,15,2,3,1
3783,H906810,0,22,3,1,2
3784,W6322542,1,22,3,2,2
3785,B7662196,0,15,1,1,2
3786,<6730502,1,21,3,2,1
3787,B8279181,1,17,2,3,1
3788,^758419,0,23,3,1,1
3789,@7027675,0,21,3,3,2
3790,R6670904,0,23,2,2,1
3791,A6116408,0,25,1,1,1
3792,A6882962,0,15,2,2,2
3793,Y9242889,0,25,1,2,2
3794,L6164200,0,20,3,1,1
3795,\8670481,1,21,3,3,2
3796,Y7238779,1,16,2,3,2
3797,C6859965,1,19,3,3,2
3798,X8589763,1,25,2,3,2
3799,@7099505,1,15,2,1,2
3800,N6390790,1,23,3,3,2
3801,]7362467,0,17,3,2,1
3802,H8961942,1,19,1,3,1
3803,\656045,1,20,1,2,1
3804,\779045,0,17,1,3,2
3805,=775260,1,20,1,1,2
3806,]8694456,0,17,1,1,1
3807,U9167262,0,17,3,2,2
3808,B615085,1,21,2,2,2
3809,F6287479,1,23,1,2,2
3810,T6887945,0,22,1,3,2
3811,G7114666,0,15,3,1,2
3812,N8647105,0,22,3,1,2
3813,K8175021,1,19,2,2,2
3814,G701997,1,25,2,3,1
3815,P8339367,1,15,3,1,1
3816,F6916932,0,25,3,2,1
3817,C7181091,1,21,3,3,1
3818,?924684,0,24,1,1,2
3819,L6199723,0,18,3,3,2
3820,^9165170,0,21,1,2,2
3821,R6136180,0,22,1,2,1
3822,J6968510,1,20,1,2,1
3823,<7568263,0,17,2,2,2
3824,=6958577,0,20,1,1,2
3825,X6913457,1,20,2,1,2
3826,M893410,1,23,1,3,2
3827,I7195882,1,19,2,1,1
3828,G8944766,0,19,1,3,2
3829,?6840557,0,17,3,1,2
3830,O9588275,1,21,3,1,1
3831,A7181687,0,18,2,3,1
3832,N6693845,1,21,1,3,1
3833,\6210012,0,15,3,2,1
3834,>8381756,1,21,2,2,1
3835,E9215707,1,19,2,2,1
3836,?752342,1,18,3,1,1
3837,B956092,0,25,1,3,1
3838,D9151229,1,20,3,3,1
3839,X8418256,0,20,3,1,1
3840,Z8568694,1,21,2,2,1
3841,=6194108,0,15,2,2,1
3842,R9075795,0,19,1,2,1
3843,Q9224083,0,15,2,2,2
3844,>7375301,1,19,1,2,2
3845,A7965743,0,21,3,2,2
3846,R7132600,1,22,1,3,1
3847,<8955827,0,20,3,3,1
3848,Q7524132,0,19,3,2,1
3849,^614359,1,19,3,2,1
3850,H8080703,1,16,2,1,2
3851,^642565,0,17,3,1,1
3852,T9294312,1,22,1,3,1
3853,S9429468,1,17,1,2,2
3854,=6910479,0,20,2,3,2
3855,G6058081,0,20,3,3,2
3856,Y8699517,1,21,1,2,1
3857,<6191544,0,17,2,2,2
3858,V7620258,1,15,2,1,2
3859,B6789408,1,24,1,3,2
3860,F7030757,0,21,1,3,1
3861,S7725466,1,24,3,3,1
3862,B8032395,0,24,3,2,1
3863,D9287130,0,22,3,2,2
3864,[8579306,1,24,3,1,2
3865,X6929216,1,18,2,1,1
3866,J9047468,1,22,1,3,2
3867,S889547,1,19,1,2,1
3868,^8735830,1,22,3,2,1
3869,C9116364,1,25,3,2,1
3870,S8378015,0,16,3,2,2
3871,J8658654,0,15,2,2,2
3872,E7859422,0,21,1,1,1
3873,U7989097,1,19,3,3,1
3874,U8587006,1,16,2,2,1
3875,U9228818,1,17,3,1,1
3876,G6911575,1,22,1,2,2
3877,S646877,0,25,2,2,2
3878,?8689003,0,18,1,2,2
3879,^6237684,1,23,3,1,2
3880,V6538160,1,24,3,1,2
3881,L6167053,1,20,2,3,1
3882,O6451908,1,25,1,3,1
3883,Z9097961,0,18,1,2,2
3884,^8477741,0,24,1,2,1
3885,F9387159,0,21,1,3,2
3886,L8462609,1,19,2,3,2
3887,P79832,1,15,3,3,1
3888,R9057751,1,15,3,2,1
3889,B9561301,1,23,2,3,1
3890,X6294145,1,15,3,1,2
3891,I8870626,1,20,3,2,1
3892,J9326595,1,24,2,1,1
3893,E9280444,0,24,3,1,1
3894,W7530659,1,18,2,2,1
3895,<6213599,1,16,1,1,1
3896,E7550154,0,15,2,1,1
3897,M7536770,0,18,3,3,2
3898,J9473891,1,15,2,1,1
3899,^638477,1,15,3,3,2
3900,M6978610,1,24,1,2,1
3901,M6987029,0,22,3,2,2
3902,S6270280,0,16,3,3,2
3903,^8598119,1,19,2,3,1
3904,U6064137,0,18,3,2,2
3905,D6629622,1,24,3,1,1
3906,W8654638,0,16,2,3,2
3907,Q6211078,1,22,2,2,2
3908,X8982125,0,20,2,1,1
3909,<8344856,0,22,3,1,2
3910,L9318181,0,18,3,3,2
3911,Q8690645,1,23,2,3,2
3912,?6877184,1,15,1,3,1
3913,C6273716,1,17,1,2,2
3914,^7659929,1,24,2,2,2
3915,T7932193,1,18,3,1,1
3916,E6419345,1,19,3,2,1
3917,Q6248296,1,18,2,3,2
3918,Q6683762,1,18,3,1,1
3919,U8612847,0,17,2,3,1
3920,Y6419323,1,23,1,3,1
3921,H8454666,1,21,2,1,2
3922,D8049720,1,16,3,2,1
3923,Y8469232,1,21,2,2,2
3924,P9210723,0,21,1,1,1
3925,U7694834,1,24,1,3,2
3926,O7384834,0,25,2,3,1
3927,F957502,0,25,2,1,1
3928,U8061571,1,17,3,1,1
3929,?9121817,1,25,2,1,2
3930,S88483,0,22,3,2,2
3931,M8138639,1,22,2,3,2
3932,I8232750,1,16,1,1,1
3933,Q6752214,0,15,1,3,2
3934,Q6949670,1,23,3,2,1
3935,P7113000,0,23,1,2,1
3936,D8347840,1,17,1,1,2
3937,A8914947,0,19,1,3,2
3938,W8798016,1,22,3,3,2
3939,Z6473586,1,22,3,2,2
3940,Z9288640,1,24,3,2,2
3941,H6964195,1,20,2,3,1
3942,O6059011,0,25,3,3,2
3943,F6275368,0,17,2,1,2
3944,V6371037,1,16,2,1,2
3945,I7185875,1,25,1,1,2
3946,V9077913,0,22,2,3,1
3947,G777340,1,18,3,3,1
3948,\9397877,1,17,2,2,2
3949,Y7439624,1,16,3,1,1
3950,J6323811,0,20,1,2,1
3951,K9323723,0,18,2,2,1
3952,K7323281,1,16,1,1,2
3953,@9021327,1,25,2,1,1
3954,C8170327,1,19,3,1,2
3955,R8027398,0,16,1,2,1
3956,J6794282,0,23,1,3,2
3957,I6791321,1,21,1,2,1
3958,A8219583,0,18,3,3,2
3959,]9357178,1,16,2,3,2
3960,D8570991,1,15,1,3,1
3961,V7196583,1,19,3,2,2
3962,@8035906,1,15,3,2,1
3963,K8415013,1,18,3,3,1
3964,W6948502,1,24,3,1,1
3965,<9520046,1,16,2,2,1
3966,F8524987,0,24,1,1,1
3967,[8620067,0,15,1,3,1
3968,V7734629,1,23,3,3,2
3969,A8518618,0,19,3,3,2
3970,_6999612,1,17,1,3,1
3971,^704764,0,20,3,1,1
3972,Y7854430,1,17,1,1,2
3973,L8659679,0,24,3,3,2
3974,C9535172,1,16,2,2,2
3975,G9262383,0,24,2,2,1
3976,O6273409,0,25,2,3,2
3977,E8935609,0,23,3,2,2
3978,E8218130,1,16,1,3,1
3979,=7928031,0,17,3,2,1
3980,Q6345608,0,23,1,2,2
3981,V9329845,0,17,1,2,1
3982,_8446851,0,21,1,2,2
3983,R6012714,0,21,3,1,2
3984,X655388,1,21,1,2,2
3985,[6222860,1,17,1,1,2
3986,F6537635,1,16,2,2,2
3987,D7326786,0,16,2,2,1
3988,@6130878,1,18,3,1,1
3989,C8061152,0,21,2,1,1
3990,D8036494,0,16,1,3,2
3991,F7910743,1,16,3,3,1
3992,=6012925,0,19,1,2,1
3993,P9572488,1,20,2,2,1
3994,L9128981,0,22,1,1,1
3995,Q8749609,0,15,3,2,2
3996,G6765287,1,19,2,1,2
3997,F8989234,1,17,3,2,1
3998,Y9277946,1,24,1,1,1
3999,B6576243,0,22,2,1,2
4000,D6613954,0,21,2,3,1
4001,@8745248,0,21,1,2,2
4002,Q726216,0,24,3,2,2
4003,Y9567689,1,25,2,1,1
4004,Q8396333,0,19,3,2,2
4005,R7134019,1,25,3,1,2
4006,M6771517,1,24,1,2,2
4007,U8312776,1,15,1,2,1
4008,\7499409,1,16,2,1,2
4009,=6063397,0,19,2,1,1
4010,D9164353,0,25,1,3,2
4011,T7072269,0,16,1,1,2
4012,C8250447,1,24,1,1,2
4013,J898247,1,16,1,1,2
4014,@6979998,0,15,3,1,1
4015,>8670282,0,18,2,2,1
4016,L6966506,0,19,1,3,1
4017,E8352347,1,25,3,3,1
4018,T6595038,0,15,1,1,2
4019,K7941044,1,21,1,2,1
4020,Q6950026,0,20,2,2,2
4021,H9224137,0,15,1,2,2
4022,A9294296,1,24,2,1,2
4023,T7518521,0,18,3,1,1
4024,M8098565,0,18,2,1,2
4025,F8560226,0,20,1,3,1
4026,F7163299,1,17,3,3,2
4027,H9485324,0,19,3,1,1
4028,Y8176953,0,18,1,1,2
4029,C8490647,0,21,2,2,2
4030,S7174302,1,16,3,2,2
4031,T822593,0,17,1,2,1
4032,J6671629,0,23,1,1,2
4033,F9512558,1,24,2,3,1
4034,G6655169,1,16,2,2,1
4035,L8915824,1,15,3,2,2
4036,A7521894,0,15,1,2,1
4037,V9220390,0,17,2,2,1
4038,>9536722,0,23,1,3,1
4039,L6883260,0,18,3,1,2
4040,R6688008,0,22,3,2,1
4041,Y7981738,1,15,2,1,1
4042,K8330217,1,23,1,2,2
4043,I7587433,0,17,2,3,2
4044,U7384646,1,23,3,3,1
4045,^9188411,1,19,3,3,2
4046,>8586449,1,20,2,3,2
4047,J9585041,1,16,2,1,1
4048,K8266654,1,21,3,3,1
4049,A9178761,0,22,2,3,1
4050,K7237229,1,15,3,2,2
4051,X8412976,1,18,2,3,1
4052,T6217266,0,23,2,3,2
4053,W7213722,0,23,1,1,1
4054,^9313344,0,21,3,3,1
4055,A901449,0,20,1,2,2
4056,X6041463,0,19,2,2,2
4057,U7795824,1,21,1,2,2
4058,<7077821,0,19,1,2,1
4059,X6154285,1,16,1,3,2
4060,Q6222419,1,18,1,2,2
4061,E7753148,1,17,3,2,1
4062,^7699255,1,17,2,3,1
4063,E6532902,0,23,3,2,2
4064,I6546336,1,16,3,2,1
4065,S7558013,0,23,3,3,2
4066,Q7426578,1,18,1,2,2
4067,?9031826,0,22,3,2,2
4068,Q7350422,0,24,1,3,2
4069,Q8030044,0,24,3,1,2
4070,Z859908,0,19,2,2,1
4071,^8457114,1,25,1,2,2
4072,<8289250,1,22,1,3,2
4073,X7463045,1,19,3,2,1
4074,H7141250,1,18,3,2,1
4075,F6311251,0,19,3,1,1
4076,P6957667,1,22,3,2,2
4077,X7537488,1,15,3,3,1
4078,I6863827,0,25,3,3,1
4079,H8355058,1,21,1,3,2
4080,N7443243,0,24,2,3,2
4081,Q6616431,0,15,3,2,2
4082,E7723451,0,22,3,1,2
4083,E7456587,1,19,1,3,2
4084,Y6017857,0,24,3,2,1
4085,C8887035,0,21,1,3,2
4086,\604673,0,19,2,3,1
4087,O8343553,1,17,2,3,2
4088,S776482,1,23,1,2,2
4089,Q6691375,0,24,1,3,1
4090,U8711946,0,17,3,2,1
4091,B8161159,0,21,2,2,1
4092,P86982,0,15,3,2,1
4093,R7495014,1,15,2,1,1
4094,C7018729,0,17,3,3,2
4095,C9588519,1,16,2,3,1
4096,X8710291,0,25,1,2,1
4097,R6071220,1,24,3,1,2
4098,O9519006,0,22,3,2,2
4099,J6292923,1,21,1,1,2
4100,J6760518,0,17,3,1,2
4101,N6724896,1,16,3,2,2
4102,[8972938,0,23,3,1,2
4103,R8298799,0,17,1,2,1
4104,A8176848,0,20,1,2,2
4105,Y7052819,0,23,3,3,1
4106,K6343081,1,23,1,1,2
4107,X9117550,0,16,2,2,1
4108,A8893936,1,21,2,1,2
4109,_6629256,1,19,2,3,1
4110,A7567494,0,21,3,2,2
4111,F7724542,1,15,1,1,1
4112,_6954881,1,25,1,1,2
4113,A6419186,1,20,1,2,1
4114,F8617026,1,24,1,1,2
4115,?7684696,1,15,3,3,1
4116,Y7366345,1,19,1,2,2
4117,O7160215,1,23,1,2,1
4118,T8225243,0,22,2,2,2
4119,Y8710199,0,17,1,2,1
4120,E8685222,1,24,2,2,2
4121,X7410546,1,17,3,1,1
4122,E8275454,1,25,1,3,1
4123,U7591941,0,17,3,3,1
4124,G6113103,1,24,1,2,2
4125,]7840631,0,18,3,1,1
4126,@8864626,1,23,2,2,1
4127,H6577177,0,18,1,1,1
4128,?8175591,1,16,1,1,1
4129,<9550503,1,21,1,1,1
4130,X6851332,1,20,1,1,1
4131,^6260576,0,19,3,3,1
4132,U7961384,0,19,3,3,1
4133,A7714981,1,15,2,2,2
4134,O7627791,0,18,1,1,1
4135,X7135046,1,19,1,2,1
4136,Q7185442,1,21,1,1,2
4137,?647989,1,17,1,3,1
4138,@9433924,1,25,2,1,2
4139,P8487682,0,25,3,2,2
4140,Q7936368,0,25,1,2,1
4141,]7823549,1,21,3,2,1
4142,R7759048,0,21,1,1,2
4143,Z7245502,0,20,1,2,1
4144,R9350162,0,20,3,1,1
4145,I61261,1,16,3,1,2
4146,B7249051,0,24,3,2,1
4147,[6460936,1,20,2,1,2
4148,_7440907,0,22,3,1,1
4149,_8567905,1,24,1,3,1
4150,K6857239,0,22,3,3,2
4151,N7890427,0,21,1,1,2
4152,O8096124,0,19,1,1,1
4153,O9269061,1,17,3,3,2
4154,]6844429,0,19,3,2,2
4155,G6647417,0,21,3,2,1
4156,L7025875,0,25,2,3,2
