userid,gender,age,consumption level,shopping level, occupation level,ad1,ad2,ad3,ad4,ad5,CTR VALUE
2492,1,20,2,2,2,0,0,0,1,1,2
2493,1,16,1,2,2,1,1,0,0,1,3
2494,0,16,1,3,2,0,0,1,0,1,2
2495,1,21,2,1,2,0,1,1,0,0,2
2496,0,18,3,1,1,1,0,1,0,0,2
2497,0,23,3,3,2,1,0,0,0,0,1
2498,0,25,3,1,2,1,0,0,0,0,1
2499,0,23,1,1,1,0,1,1,0,1,3
2500,0,20,3,1,2,0,1,0,1,1,3
2501,1,23,2,2,1,1,1,0,0,0,2
2502,0,19,2,3,1,1,1,0,0,1,3
2503,0,19,3,2,2,0,1,1,1,1,4
2504,1,23,3,3,1,1,0,0,0,0,1
2505,0,24,1,2,1,0,0,0,1,1,2
2506,1,22,1,3,2,0,0,1,1,1,3
2507,1,22,3,1,1,0,1,0,1,0,2
2508,1,15,2,2,1,1,0,0,0,0,1
2509,0,22,3,3,1,1,1,1,1,0,4
2510,0,15,3,1,1,1,1,0,0,0,2
2511,0,16,1,2,1,0,1,1,1,0,3
2512,0,18,3,2,1,1,0,1,0,0,2
2513,1,18,2,1,2,0,0,1,1,1,3
2514,1,19,3,3,2,1,0,1,0,1,3
2515,1,25,2,2,2,0,1,0,0,1,2
2516,1,23,1,3,1,1,0,0,0,1,2
2517,0,19,2,1,2,1,1,1,0,1,4
2518,1,24,1,2,1,0,1,0,1,0,2
2519,0,15,3,1,2,0,0,1,1,0,2
2520,1,25,1,1,2,1,1,1,1,0,4
2521,0,16,1,2,1,0,0,0,0,0,0
2522,1,17,1,1,2,0,0,1,0,1,2
2523,0,15,3,2,1,0,1,1,1,1,4
2524,0,16,3,2,2,1,1,1,1,1,5
2525,0,22,1,3,2,0,0,0,0,0,0
2526,1,22,2,3,2,0,1,1,1,0,3
2527,1,22,1,1,2,0,0,1,0,1,2
2528,1,24,3,2,2,1,0,0,0,0,1
2529,1,24,2,2,1,0,0,1,1,0,2
2530,0,21,1,3,2,0,0,0,0,1,1
2531,0,21,2,3,2,0,1,0,1,0,2
2532,0,18,2,3,2,0,0,1,1,0,2
2533,1,19,3,1,1,0,0,1,0,1,2
2534,1,19,2,1,2,1,1,1,1,0,4
2535,1,19,2,2,1,0,1,1,0,1,3
2536,0,22,3,2,2,0,1,1,0,0,2
2537,0,16,1,3,2,1,1,0,0,0,2
2538,0,24,2,3,1,0,0,0,0,0,0
2539,0,25,2,3,1,0,0,1,0,1,2
2540,0,21,1,3,2,1,1,0,1,1,4
2541,1,20,2,3,2,1,1,0,1,0,3
2542,0,21,1,1,1,0,1,1,1,1,4
2543,0,22,3,3,2,0,0,0,1,0,1
2544,0,25,3,2,2,0,0,0,0,1,1
2545,0,21,3,3,1,0,0,1,1,1,3
2546,1,19,3,1,2,1,0,1,1,0,3
2547,0,22,3,3,1,1,0,0,1,0,2
2548,1,21,3,3,2,1,1,0,1,0,3
2549,0,15,3,2,1,1,1,1,0,1,4
2550,1,21,1,2,2,1,0,0,1,0,2
2551,0,19,3,1,1,0,1,0,1,1,3
2552,0,19,2,3,2,1,0,0,0,1,2
2553,1,15,1,2,2,1,0,0,1,0,2
2554,1,15,1,2,2,1,1,1,0,0,3
2555,0,23,3,1,2,1,0,0,1,1,3
2556,1,22,3,1,2,1,1,0,0,1,3
2557,0,21,1,1,2,1,1,1,1,0,4
2558,1,21,3,3,2,1,1,0,1,1,4
2559,0,22,1,3,2,1,0,0,0,1,2
2560,1,23,2,2,2,0,0,0,1,0,1
2561,1,17,3,3,2,0,1,1,1,1,4
2562,0,21,1,1,1,1,0,0,1,0,2
2563,1,20,1,1,1,1,1,0,1,1,4
2564,0,19,2,2,2,0,0,1,1,0,2
2565,0,24,1,2,1,0,0,1,0,1,2
2566,0,17,2,1,1,1,1,1,1,0,4
2567,0,22,3,1,2,0,0,0,0,0,0
2568,0,15,3,1,2,1,1,1,1,0,4
2569,1,15,1,3,1,0,1,0,1,1,3
2570,0,20,1,3,1,0,0,0,0,1,1
2571,1,24,1,2,1,1,0,0,1,1,3
2572,1,19,3,3,2,0,0,0,1,0,1
2573,1,23,1,1,2,0,0,0,0,1,1
2574,0,16,2,3,2,1,1,0,1,1,4
2575,1,21,2,2,2,0,0,1,1,0,2
2576,1,16,1,2,2,1,0,0,1,1,3
2577,0,21,2,1,2,1,1,1,1,0,4
2578,0,17,1,1,1,0,1,0,1,0,2
2579,0,20,2,1,2,1,0,1,0,1,3
2580,0,19,3,3,2,0,0,1,1,0,2
2581,0,16,3,3,2,0,0,0,1,0,1
2582,0,20,2,1,1,0,1,1,1,0,3
2583,0,22,2,1,2,0,0,0,0,1,1
2584,0,22,1,1,2,1,0,1,1,0,3
2585,1,23,3,1,2,1,0,1,0,0,2
2586,0,18,2,3,1,0,0,0,1,0,1
2587,0,20,3,1,2,1,0,1,0,1,3
2588,1,15,3,2,2,1,0,0,1,1,3
2589,0,23,3,1,2,0,0,1,0,1,2
2590,1,17,3,2,2,0,0,0,0,1,1
2591,1,18,2,3,1,1,1,1,0,0,3
2592,0,21,2,3,2,0,1,1,0,1,3
2593,1,24,3,3,2,1,0,1,0,0,2
2594,0,15,2,3,2,0,1,1,0,0,2
2595,1,15,2,3,1,1,0,1,0,0,2
2596,1,23,1,1,2,0,0,0,1,0,1
2597,1,24,2,3,1,1,1,1,0,0,3
2598,1,25,3,1,1,0,1,0,0,1,2
2599,1,24,2,1,2,1,1,0,1,1,4
2600,0,25,2,3,2,0,1,1,0,0,2
2601,0,16,3,1,2,1,1,1,1,1,5
2602,0,15,2,2,1,0,0,1,0,0,1
2603,0,19,2,3,1,1,0,1,1,0,3
2604,0,15,1,1,2,1,1,1,1,1,5
2605,0,25,2,1,2,0,1,0,1,0,2
2606,0,18,2,1,1,0,1,0,0,0,1
2607,0,23,3,1,1,0,0,0,1,1,2
2608,1,16,2,2,1,0,0,1,1,1,3
2609,1,17,1,1,1,1,0,1,0,0,2
2610,0,15,3,1,1,1,1,0,0,0,2
2611,1,21,1,3,2,1,0,1,0,1,3
2612,1,18,1,1,2,1,1,0,1,1,4
2613,0,19,3,1,2,0,1,1,0,1,3
2614,0,23,3,2,1,0,1,1,0,0,2
2615,1,17,2,3,1,0,0,1,0,0,1
2616,1,19,1,1,2,1,0,0,0,1,2
2617,0,18,2,1,1,1,0,0,1,0,2
2618,1,23,2,1,2,0,0,1,1,0,2
2619,0,16,2,2,2,0,0,1,0,1,2
2620,1,19,2,3,1,1,0,1,1,0,3
2621,0,19,1,1,1,0,1,0,0,1,2
2622,1,20,2,3,1,1,1,1,1,1,5
2623,1,20,2,2,1,1,0,0,0,1,2
2624,1,24,3,1,2,0,1,0,0,1,2
2625,0,22,3,3,2,1,0,1,1,0,3
2626,1,18,3,2,2,0,0,0,0,1,1
2627,0,17,2,3,1,0,0,0,1,0,1
2628,1,21,3,3,1,0,0,0,0,0,0
2629,1,19,2,1,1,1,0,0,0,1,2
2630,1,19,1,3,2,0,1,0,1,1,3
2631,0,19,1,2,2,1,0,1,1,0,3
2632,0,19,3,3,2,1,0,0,0,1,2
2633,1,15,1,3,1,0,1,0,0,1,2
2634,0,23,1,1,2,1,1,1,1,0,4
2635,1,24,2,3,2,0,1,0,0,0,1
2636,0,23,2,2,2,0,0,1,0,0,1
2637,1,22,3,2,1,0,0,0,0,0,0
2638,1,19,2,3,1,0,0,0,1,0,1
2639,0,23,3,3,2,1,0,1,0,0,2
2640,1,20,2,2,1,1,0,0,0,0,1
2641,1,19,3,1,2,0,1,1,1,1,4
2642,1,22,3,1,1,1,0,1,1,1,4
2643,1,18,1,3,1,0,0,0,1,0,1
2644,0,24,2,1,2,1,0,1,0,1,3
2645,1,20,2,1,2,0,1,0,1,1,3
2646,0,16,3,2,2,0,1,1,0,0,2
2647,1,19,2,1,1,0,0,0,0,0,0
2648,1,21,2,2,2,0,1,1,0,0,2
2649,0,23,2,3,2,0,1,1,0,0,2
2650,0,17,1,3,2,1,0,0,1,1,3
2651,0,18,3,2,1,0,0,1,1,0,2
2652,0,17,2,3,1,1,1,0,0,1,3
2653,1,16,2,3,1,1,0,0,1,0,2
2654,0,25,1,1,1,1,1,1,1,0,4
2655,0,21,1,1,2,1,0,0,0,1,2
2656,0,20,2,1,1,1,1,0,0,0,2
2657,1,16,1,3,2,0,0,0,0,1,1
2658,0,20,2,3,1,1,1,1,1,0,4
2659,1,25,1,2,2,0,0,0,1,0,1
2660,1,16,1,2,2,1,1,1,0,0,3
2661,0,22,3,3,2,1,0,0,0,0,1
2662,0,20,1,2,1,0,1,0,0,0,1
2663,1,19,3,1,2,1,0,0,1,0,2
2664,0,21,3,3,2,1,0,1,1,1,4
2665,1,19,3,3,2,1,0,0,1,1,3
2666,0,23,1,2,1,1,1,1,1,1,5
2667,1,18,1,1,1,1,1,0,0,1,3
2668,1,15,1,3,2,1,0,1,0,1,3
2669,1,15,1,2,1,0,1,1,0,1,3
2670,1,22,3,2,1,1,1,1,1,1,5
2671,0,16,3,2,2,1,1,0,1,1,4
2672,0,16,1,3,1,0,1,0,1,0,2
2673,0,17,3,2,2,0,1,0,0,1,2
2674,0,18,1,1,2,0,1,1,0,1,3
2675,0,24,1,3,2,1,0,1,0,1,3
2676,1,18,1,1,1,1,1,1,0,0,3
2677,0,20,3,1,2,1,1,0,1,0,3
2678,1,15,3,3,2,1,0,1,0,0,2
2679,0,20,3,1,2,0,1,0,1,0,2
2680,0,25,1,2,1,1,1,0,0,0,2
2681,0,20,1,3,1,1,0,1,0,0,2
2682,0,24,3,2,1,1,1,0,1,0,3
2683,1,16,3,3,1,1,0,0,1,1,3
2684,1,20,1,3,1,1,0,0,0,1,2
2685,0,15,2,2,2,1,0,0,0,1,2
2686,1,19,1,2,2,1,1,1,0,1,4
2687,1,21,2,3,1,0,0,1,0,1,2
2688,0,18,3,2,1,0,1,0,0,1,2
2689,1,22,2,2,1,1,1,0,0,1,3
2690,1,24,1,2,2,0,0,0,0,0,0
2691,1,21,2,3,1,1,0,0,0,0,1
2692,0,18,3,2,2,0,1,1,0,0,2
2693,1,22,1,1,1,1,1,0,1,1,4
2694,1,19,3,2,1,1,1,1,0,1,4
2695,1,15,1,1,2,1,0,0,0,1,2
2696,0,19,2,1,1,0,0,0,0,1,1
2697,1,15,1,2,1,0,0,0,0,0,0
2698,0,15,3,1,1,0,1,1,0,0,2
2699,1,23,2,1,1,1,1,0,0,1,3
2700,0,24,2,3,2,1,1,0,1,0,3
2701,0,18,3,2,1,1,1,0,1,1,4
2702,1,17,1,3,2,0,1,1,0,1,3
2703,1,24,3,3,2,0,0,0,1,1,2
2704,1,18,2,2,1,0,0,0,1,0,1
2705,0,15,3,3,1,1,1,0,0,0,2
2706,0,21,1,3,2,0,1,0,1,1,3
2707,0,25,1,3,2,1,0,0,0,0,1
2708,1,22,3,3,1,1,1,1,1,0,4
2709,1,25,1,2,1,1,1,0,0,0,2
2710,0,17,1,2,1,0,1,0,0,1,2
2711,1,15,1,2,1,0,1,0,0,0,1
2712,1,22,3,1,1,0,0,0,1,0,1
2713,1,15,3,2,1,0,0,0,1,1,2
2714,0,18,1,2,1,0,0,1,0,0,1
2715,1,17,2,2,2,1,0,0,1,1,3
2716,1,16,2,3,2,0,0,0,0,0,0
2717,1,23,3,1,2,1,1,0,0,0,2
2718,1,19,3,2,2,0,1,0,1,1,3
2719,1,17,1,2,2,0,1,0,0,0,1
2720,0,16,2,2,2,0,0,0,1,0,1
2721,1,22,1,1,1,1,1,1,1,0,4
2722,1,16,1,2,2,1,1,0,0,0,2
2723,0,21,1,1,2,0,0,0,1,1,2
2724,0,22,2,1,2,1,1,0,0,1,3
2725,0,15,1,2,2,1,1,0,1,0,3
2726,1,17,2,2,2,0,0,0,1,0,1
2727,1,22,3,1,2,0,1,1,0,0,2
2728,0,16,1,3,1,0,0,1,1,1,3
2729,0,25,3,1,2,0,0,1,1,1,3
2730,0,20,2,1,2,1,0,1,0,0,2
2731,1,25,2,2,1,1,0,1,1,0,3
2732,1,23,1,2,2,1,0,1,1,0,3
2733,1,20,1,2,1,1,0,0,1,0,2
2734,0,20,2,2,2,1,1,1,1,0,4
2735,1,17,3,3,2,0,0,0,1,1,2
2736,1,20,2,1,1,0,1,1,1,0,3
2737,0,15,2,3,1,0,1,0,1,1,3
2738,0,17,1,1,1,1,0,0,0,0,1
2739,0,21,2,2,1,1,1,0,0,0,2
2740,0,24,1,3,2,0,0,0,0,0,0
2741,0,24,2,2,1,1,0,1,1,1,4
2742,0,18,2,2,1,0,0,1,1,1,3
2743,0,22,3,3,2,1,0,0,1,0,2
2744,1,25,2,3,1,1,0,1,0,0,2
2745,0,19,2,3,2,0,0,0,1,0,1
2746,0,25,2,3,2,1,0,0,0,1,2
2747,0,22,2,1,1,1,0,0,1,1,3
2748,1,15,1,2,1,1,1,0,0,1,3
2749,1,16,3,1,2,0,0,0,1,0,1
2750,1,24,2,3,2,1,0,1,1,1,4
2751,1,18,3,3,2,0,0,1,1,1,3
2752,0,20,3,1,2,0,1,0,0,0,1
2753,0,22,2,1,1,1,0,1,0,0,2
2754,0,15,3,2,1,0,1,1,1,1,4
2755,0,15,2,1,2,1,0,0,0,1,2
2756,0,16,1,1,1,1,0,0,0,0,1
2757,0,24,3,1,1,1,1,1,1,1,5
2758,1,24,2,1,1,0,1,1,0,0,2
2759,0,20,2,2,1,1,0,0,0,0,1
2760,1,16,3,3,1,1,0,0,0,0,1
2761,1,24,1,2,1,1,1,0,0,1,3
2762,1,17,2,3,1,0,1,0,0,1,2
2763,0,18,1,1,1,1,1,0,0,1,3
2764,0,19,1,1,1,1,1,0,0,0,2
2765,0,24,3,1,1,0,1,1,0,0,2
2766,0,24,3,3,1,1,0,0,1,1,3
2767,0,24,3,1,2,0,1,1,0,1,3
2768,0,23,2,1,1,1,1,0,1,0,3
2769,0,15,3,1,1,0,1,1,1,0,3
2770,0,18,2,1,1,0,0,0,1,0,1
2771,1,21,3,1,2,1,0,1,0,1,3
2772,0,23,2,2,1,0,0,0,1,1,2
2773,0,21,3,2,2,0,1,0,1,1,3
2774,1,25,2,2,1,1,1,0,1,0,3
2775,1,22,2,2,1,1,0,0,1,1,3
2776,1,19,2,3,1,0,1,0,1,1,3
2777,0,25,3,2,2,1,0,1,0,0,2
2778,0,24,3,2,2,1,0,1,1,1,4
2779,1,18,1,2,2,1,1,1,0,0,3
2780,0,20,2,3,1,0,0,1,1,0,2
2781,1,23,3,2,1,1,0,1,1,1,4
2782,1,23,1,3,1,1,1,0,0,0,2
2783,1,21,2,1,1,0,1,1,0,1,3
2784,0,21,2,2,1,1,0,1,0,0,2
2785,0,20,1,2,1,1,0,1,1,0,3
2786,0,18,3,1,2,0,1,1,0,0,2
2787,0,21,1,2,2,0,1,0,1,0,2
2788,0,21,1,1,1,1,1,1,1,0,4
2789,0,23,2,3,1,0,1,0,0,1,2
2790,1,19,2,2,2,0,1,0,1,0,2
2791,1,18,3,2,2,1,0,1,1,1,4
2792,1,19,1,3,2,0,0,1,1,1,3
2793,1,24,3,2,2,0,1,0,0,1,2
2794,1,22,2,3,1,1,0,0,1,1,3
2795,0,22,1,3,1,1,0,0,1,1,3
2796,1,18,3,1,1,1,0,0,1,1,3
2797,1,15,1,1,1,1,0,1,1,0,3
2798,1,16,2,3,2,0,0,1,0,0,1
2799,1,16,3,1,2,1,1,1,1,0,4
2800,0,15,1,2,2,0,0,0,1,1,2
2801,0,20,1,2,1,1,0,0,0,1,2
2802,1,15,2,2,1,1,0,1,1,1,4
2803,1,22,1,3,1,1,1,0,1,0,3
2804,0,25,2,3,2,1,0,1,0,0,2
2805,1,23,2,3,1,0,0,0,0,0,0
2806,0,25,3,2,2,1,0,0,1,1,3
2807,0,18,1,2,1,0,0,1,0,0,1
2808,0,24,2,3,1,0,0,0,1,0,1
2809,0,23,1,1,1,0,1,0,1,0,2
2810,0,25,1,3,2,0,0,0,1,0,1
2811,0,19,1,1,1,0,1,1,1,1,4
2812,0,25,1,2,2,1,0,0,1,0,2
2813,1,24,1,2,2,1,0,0,1,1,3
2814,0,17,3,2,1,1,0,0,1,1,3
2815,0,21,1,3,2,1,1,0,1,0,3
2816,1,19,1,2,1,1,0,0,1,0,2
2817,0,18,2,1,2,1,0,1,0,0,2
2818,1,25,2,3,2,0,1,0,1,1,3
2819,0,18,3,2,1,1,0,0,0,1,2
2820,0,18,3,2,1,0,0,0,1,0,1
2821,1,23,3,1,1,1,0,0,0,0,1
2822,0,23,2,1,2,1,1,1,0,1,4
2823,1,22,2,3,2,1,0,0,1,0,2
2824,0,23,3,3,2,1,1,1,0,1,4
2825,0,18,3,1,2,1,1,1,0,0,3
2826,1,15,2,1,2,1,0,1,0,1,3
2827,0,20,1,3,1,0,1,0,0,0,1
2828,1,16,3,3,2,1,0,1,1,1,4
2829,1,20,2,3,1,1,1,1,1,1,5
2830,1,20,2,3,1,0,0,0,0,1,1
2831,1,19,3,3,1,0,0,0,1,0,1
2832,1,16,1,2,2,0,0,0,1,1,2
2833,0,23,1,3,2,1,0,0,0,1,2
2834,1,16,2,1,1,1,1,1,0,0,3
2835,0,21,2,1,1,1,0,0,1,1,3
2836,1,21,3,1,2,1,0,0,1,1,3
2837,0,15,1,3,2,1,0,0,1,0,2
2838,0,24,3,2,2,1,1,0,0,0,2
2839,1,18,1,1,1,1,0,1,1,0,3
2840,0,20,3,3,2,1,1,1,0,1,4
2841,1,25,3,2,2,1,0,1,1,1,4
2842,1,21,2,3,1,0,0,0,0,0,0
2843,1,24,3,3,2,0,0,1,0,1,2
2844,0,16,1,2,1,0,1,1,1,1,4
2845,0,24,3,2,1,0,1,0,1,1,3
2846,1,23,2,3,2,0,0,1,1,1,3
2847,0,24,1,3,1,1,1,0,0,0,2
2848,1,24,1,1,2,1,0,0,0,1,2
2849,1,15,1,2,2,0,0,1,1,1,3
2850,1,15,1,3,1,1,1,0,1,0,3
2851,0,19,3,1,1,0,0,1,1,1,3
2852,0,20,3,2,2,0,1,0,1,1,3
2853,0,21,1,3,2,1,1,1,1,0,4
2854,0,18,2,2,1,0,1,1,1,0,3
2855,0,15,1,3,1,1,1,0,0,0,2
2856,0,22,2,2,2,1,1,0,0,1,3
2857,0,16,2,2,2,1,0,1,0,0,2
2858,1,21,1,2,2,0,0,0,1,0,1
2859,1,22,3,2,1,1,1,0,1,1,4
2860,1,20,3,1,2,0,1,1,1,0,3
2861,0,22,3,2,2,0,0,1,1,0,2
2862,0,20,2,3,2,1,1,1,1,1,5
2863,1,19,3,1,1,1,0,0,0,0,1
2864,0,22,1,3,1,0,0,0,1,1,2
2865,0,21,2,3,1,1,1,1,0,0,3
2866,0,15,2,3,1,0,0,0,0,0,0
2867,0,22,2,1,2,0,0,0,1,0,1
2868,1,19,3,1,2,0,0,1,1,0,2
2869,1,19,2,1,1,0,0,0,1,1,2
2870,0,22,1,3,2,0,0,0,1,1,2
2871,0,15,2,1,1,1,0,1,0,1,3
2872,1,19,3,3,2,1,1,1,0,0,3
2873,1,16,3,2,1,0,1,0,1,1,3
2874,1,24,3,3,1,0,0,1,1,0,2
2875,0,21,3,1,1,1,0,1,1,0,3
2876,0,24,1,3,1,0,0,1,1,1,3
2877,1,22,1,2,2,1,0,0,0,0,1
2878,0,15,2,2,1,1,0,1,0,1,3
2879,0,17,2,2,2,1,1,0,0,1,3
2880,0,25,2,2,2,1,0,1,0,0,2
2881,1,24,1,3,1,0,0,1,0,1,2
2882,0,24,3,2,1,1,1,0,1,0,3
2883,1,15,3,3,2,0,0,1,0,1,2
2884,1,23,1,1,2,0,0,1,1,0,2
2885,0,23,2,3,1,0,0,1,1,1,3
2886,0,21,3,1,2,1,1,1,0,1,4
2887,1,23,2,2,1,0,1,1,0,0,2
2888,1,15,1,1,1,0,0,1,1,0,2
2889,1,17,1,2,1,0,0,1,1,0,2
2890,0,22,1,1,2,0,0,1,0,1,2
2891,0,15,3,1,2,0,0,0,0,0,0
2892,1,22,1,3,2,0,1,1,1,0,3
2893,1,15,2,1,2,0,0,0,0,0,0
2894,0,17,3,2,1,1,0,0,1,0,2
2895,1,23,3,2,1,1,0,0,0,0,1
2896,0,18,3,3,2,0,0,1,0,1,2
2897,1,23,1,3,1,1,0,0,0,0,1
2898,0,19,2,3,2,1,0,1,0,1,3
2899,1,19,2,3,2,1,0,1,0,1,3
2900,0,24,2,1,2,0,1,0,1,0,2
2901,0,19,1,1,1,0,0,0,0,0,0
2902,0,24,1,3,1,1,0,0,0,0,1
2903,0,15,3,1,2,0,0,1,0,1,2
2904,1,21,2,3,2,0,1,1,1,1,4
2905,0,23,2,1,1,1,0,0,0,0,1
2906,0,22,3,3,2,1,1,0,0,1,3
2907,0,19,1,3,1,0,1,1,0,1,3
2908,1,16,1,2,1,1,0,0,1,1,3
2909,1,20,3,3,1,0,0,1,0,0,1
2910,1,19,3,1,1,0,0,0,1,1,2
2911,1,22,2,2,2,0,1,0,1,0,2
2912,0,25,3,1,2,0,0,1,1,1,3
2913,1,20,1,1,2,0,1,1,1,1,4
2914,1,15,3,3,1,1,1,0,0,0,2
2915,1,19,2,1,1,1,1,0,1,0,3
2916,1,16,2,1,1,1,0,1,1,1,4
2917,0,16,2,1,2,0,1,0,1,0,2
2918,0,21,3,3,2,0,1,1,0,1,3
2919,1,19,2,3,1,1,0,1,1,1,4
2920,0,22,3,1,2,0,0,1,0,1,2
2921,1,17,1,2,2,0,1,0,0,1,2
2922,1,22,1,2,1,0,0,0,0,1,1
2923,0,16,1,1,1,0,1,0,0,0,1
2924,0,23,2,3,2,1,0,1,1,1,4
2925,0,18,3,3,2,1,1,1,0,1,4
2926,1,21,1,1,1,0,1,1,0,1,3
2927,1,20,1,3,1,1,1,0,1,0,3
2928,0,16,1,2,2,1,1,1,0,0,3
2929,1,21,2,2,1,0,1,1,1,0,3
2930,0,15,3,3,1,1,0,1,1,1,4
2931,0,22,1,3,1,0,0,1,1,1,3
2932,1,20,3,1,2,1,0,0,0,0,1
2933,1,16,1,2,2,0,1,0,0,0,1
2934,0,18,3,2,2,0,0,1,0,1,2
2935,1,18,3,2,1,0,0,0,1,0,1
2936,1,16,3,2,2,1,1,0,0,0,2
2937,1,16,2,3,2,1,0,1,1,0,3
2938,0,15,1,2,2,1,1,0,0,0,2
2939,0,25,1,3,1,1,0,1,0,0,2
2940,1,18,2,1,1,1,1,0,0,0,2
2941,1,21,1,1,1,1,1,1,1,0,4
2942,1,15,2,1,2,1,0,0,0,1,2
2943,0,19,3,2,2,0,0,1,1,0,2
2944,0,17,1,1,2,0,1,1,1,0,3
2945,1,22,1,1,2,0,0,0,1,0,1
2946,0,23,1,1,2,1,1,0,1,0,3
2947,1,20,2,3,2,1,0,1,0,0,2
2948,0,21,2,2,1,0,0,0,0,0,0
2949,0,21,3,3,2,1,1,0,1,0,3
2950,1,16,2,2,1,1,1,0,0,0,2
2951,1,17,3,3,1,0,0,0,1,0,1
2952,0,20,2,1,1,1,0,0,1,0,2
2953,0,19,3,1,2,0,1,1,1,1,4
2954,1,24,3,1,1,1,0,0,0,1,2
2955,0,24,1,3,2,0,0,0,1,0,1
2956,1,25,2,2,2,1,1,0,0,1,3
2957,0,17,2,1,2,1,0,1,1,0,3
2958,1,18,1,2,1,0,0,0,1,0,1
2959,1,22,3,1,1,0,1,0,1,0,2
2960,1,22,2,3,1,1,1,1,0,1,4
2961,0,19,3,2,2,1,0,1,1,0,3
2962,1,23,1,2,1,1,1,0,0,1,3
2963,1,22,3,3,1,1,0,1,1,1,4
2964,1,20,3,2,1,1,0,1,1,0,3
2965,0,24,2,2,2,1,0,0,0,0,1
2966,0,19,2,3,2,0,0,0,1,0,1
2967,1,23,2,1,2,1,1,1,0,1,4
2968,0,20,3,1,1,1,1,0,0,1,3
2969,1,15,1,3,1,0,0,1,0,0,1
2970,0,16,3,3,1,1,0,1,0,1,3
2971,0,19,2,2,2,1,1,0,1,1,4
2972,1,18,2,2,2,0,0,0,1,0,1
2973,0,24,2,2,1,0,0,0,1,1,2
2974,1,19,3,2,1,0,0,1,0,1,2
2975,1,19,2,2,2,0,1,0,0,1,2
2976,1,25,3,3,1,0,1,0,1,1,3
2977,0,18,1,3,2,1,1,1,0,0,3
2978,1,24,2,1,2,1,1,0,1,1,4
2979,0,21,3,1,2,1,1,0,0,1,3
2980,1,15,1,2,2,1,0,0,0,0,1
2981,1,20,1,3,2,0,0,1,0,0,1
2982,1,17,3,2,2,1,0,1,0,0,2
2983,1,17,2,3,1,0,0,1,1,0,2
2984,0,17,1,2,1,0,0,0,0,0,0
2985,1,22,2,2,2,0,1,0,0,1,2
2986,0,23,1,2,2,1,0,0,0,1,2
2987,1,24,2,2,2,1,1,1,0,1,4
2988,0,17,2,2,1,0,1,0,1,0,2
2989,0,15,3,2,1,1,1,1,0,0,3
2990,1,17,2,3,2,0,0,0,1,0,1
2991,1,16,3,2,2,0,1,0,1,1,3
2992,1,22,2,3,1,1,1,1,0,1,4
2993,0,23,3,1,1,1,1,1,0,1,4
2994,0,17,3,1,2,0,0,1,1,0,2
2995,0,20,1,3,2,1,1,0,1,0,3
2996,0,22,3,1,2,0,0,0,1,0,1
2997,1,18,2,1,2,1,0,0,1,0,2
2998,1,15,2,3,1,1,1,1,0,1,4
2999,0,21,1,1,2,0,0,1,1,0,2
3000,1,19,3,3,1,1,1,0,1,1,4
3001,1,25,1,1,1,1,1,0,1,1,4
3002,1,16,1,2,2,1,1,1,1,0,4
3003,1,24,2,3,1,1,0,0,0,0,1
3004,0,24,2,2,2,1,0,0,0,1,2
3005,1,15,2,1,1,0,0,1,0,1,2
3006,0,21,1,2,2,0,1,0,0,1,2
3007,0,23,1,2,1,0,1,1,0,0,2
3008,0,18,2,2,2,0,0,1,0,0,1
3009,1,19,2,3,1,0,0,1,0,0,1
3010,1,18,3,2,1,1,1,1,1,1,5
3011,1,24,3,2,1,1,1,0,1,1,4
3012,1,25,3,2,2,0,1,0,1,1,3
3013,0,20,2,2,1,1,0,0,1,1,3
3014,0,18,2,2,2,1,0,1,1,0,3
3015,1,16,2,2,1,1,1,1,1,0,4
3016,1,20,2,1,1,0,1,0,1,0,2
3017,1,20,1,3,2,0,1,0,1,1,3
3018,1,15,1,2,1,1,0,0,0,0,1
3019,1,25,3,2,1,1,0,1,0,0,2
3020,1,16,3,2,1,1,1,0,0,1,3
3021,0,19,2,3,1,1,0,0,1,0,2
3022,0,19,3,1,1,1,0,0,1,0,2
3023,0,19,3,1,2,1,1,1,1,1,5
3024,1,19,1,2,2,1,0,0,1,1,3
3025,0,24,2,1,2,1,1,0,0,0,2
3026,0,25,1,2,2,1,0,1,1,1,4
3027,0,23,3,1,1,0,0,1,0,1,2
3028,1,24,3,3,2,0,1,0,0,1,2
3029,0,15,2,2,2,1,1,0,0,0,2
3030,1,19,3,2,2,1,1,1,0,0,3
3031,0,17,1,1,2,1,1,1,1,0,4
3032,0,20,2,2,1,1,0,0,0,1,2
3033,0,21,2,1,2,1,1,0,0,1,3
3034,1,18,2,2,1,1,1,1,1,1,5
3035,1,17,2,3,1,0,0,1,1,1,3
3036,0,15,2,3,2,0,0,0,0,1,1
3037,0,20,2,1,2,1,1,1,0,1,4
3038,1,16,3,3,2,0,1,0,1,0,2
3039,1,22,1,2,1,0,0,1,0,1,2
3040,1,15,3,2,1,0,1,1,0,0,2
3041,1,20,2,1,1,0,0,1,0,1,2
3042,0,15,2,3,2,1,1,0,0,0,2
3043,0,15,2,2,2,0,1,1,1,0,3
3044,0,17,2,2,2,1,1,1,0,0,3
3045,1,18,2,1,1,0,0,1,0,1,2
3046,0,25,2,3,2,1,0,0,1,1,3
3047,0,19,2,1,2,0,0,1,1,1,3
3048,1,24,3,2,1,1,1,0,0,0,2
